證券代碼,年月,營收成長率,ROE(A)－稅後
3712 永崴投控,202603,-19.24,33.76
3713 新晶投控,202603,1.38,-2.72
3714 富采,202603,-6.86,-0.32
3715 定穎投控,202603,23.6,-2
3716 中化控股,202603,-1.19,2.5
3717 聯嘉投控,202603,26.54,2.99
4102 永日,202603,-4.48,0.69
4104 佳醫,202603,9.01,1.99
4105 東洋,202603,4.23,6
4106 雃博,202603,4.84,1.85
4107 邦特,202603,5.38,4.15
4108 懷特,202603,13.04,-1.19
4109 加捷生醫,202603,1.7,1.08
4111 濟生,202603,11.62,3.83
4113 聯上,202603,-95.37,-1.18
4114 健喬,202603,12.45,1.34
4116 明基醫,202603,7.87,2.18
4119 旭富,202603,4.3,0.37
4120 友華,202603,-0.46,-0.05
4121 優盛,202603,1.35,-0.75
4123 晟德,202603,22.99,7.17
4126 太醫,202603,-3.8,3.46
4127 天良,202603,70.04,7
4128 中天,202603,9.9,-2.47
4129 聯合,202603,15.2,2.07
4130 健亞,202603,-15.93,-0.67
4131 浩泰,202603,-13.09,-0.44
4133 亞諾法,202603,-2.86,1.32
4137 麗豐-KY,202603,15.07,2.14
4138 曜亞,202603,-2.41,1.91
4139 馬光-KY,202603,-3.62,-6.49
4142 國光生,202603,14.16,-4.05
4147 中裕,202603,-5.76,0.43
4148 全宇生技-KY,202603,-3.7,0.43
4153 鈺緯,202603,7.62,2.52
4154 樂威科-KY,202603,-17.41,-3.77
4155 訊映,202603,-6.93,2.46
4157 太景*-KY,202603,-4.96,-1.35
4160 訊聯基因,202603,4.19,0.04
4161 聿新科,202603,14.6,1.78
4162 智擎,202603,27.97,2.75
4163 鐿鈦,202603,1.75,2.29
4164 承業醫,202603,15.18,0.46
4166 友霖,202603,4.52,1.5
4167 松瑞藥,202603,-11.48,2.44
4168 醣聯,202603,-11.17,-8.03
4169 泰宗,202603,11.33,-2.43
4171 瑞基,202603,-0.36,-1.05
4173 久裕,202603,4.46,0.97
4174 浩鼎,202603,-61.52,-20.28
4175 杏一,202603,-0.67,1.16
4178 永笙-KY,202603,-11.29,-2.13
4183 福永生技,202603,-47.02,-4.47
4188 安克,202603,-5.8,-2.76
4190 佐登-KY,202603,-8.94,-0.96
4192 杏國,202603,13.67,-5.43
4195 基米-創,202603,24.66,-8.56
4198 欣大健康,202603,-39.46,-3.5
4205 中華食,202603,1.84,3.66
4207 環泰,202603,2.86,3.36
4303 信立,202603,1.52,-1.23
4304 勝昱,202603,-0.24,-2.6
4305 世坤,202603,-5.69,4.85
4306 炎洲,202603,9.1,1.36
4401 東隆興,202603,-6.23,0.72
4402 郡都開發,202603,-27.38,-0.62
4406 新昕纖,202603,-37.91,-2.7
4413 飛寶企業,202603,-9.18,1.33
4414 如興,202603,0.38,-7.11
4416 三圓,202603,2749.39,0.96
4417 金洲,202603,-15.93,2.12
4419 皇家美食,202603,3.12,-2.48
4420 光明,202603,-7.56,0.46
4426 利勤,202603,-6.01,-2.64
4430 耀億,202603,4.94,0.78
4432 銘旺實,202603,-6.05,9.95
4433 興采,202603,-17.04,3.52
4438 廣越,202603,0.75,0.53
4439 冠星-KY,202603,2.07,2.87
4440 宜新實業,202603,29.77,2.62
4441 振大環球,202603,25.2,4.85
4442 竣邦-KY,202603,6.49,4.22
4502 健信,202603,25.57,1.1
4503 金雨,202603,35.3,3.83
4506 崇友,202603,14.2,6.2
4510 高鋒,202603,42.78,2.25
4513 福裕,202603,75.07,0.48
4523 永彰,202603,121.17,-0.87
4526 東台,202603,-29.24,-3.44
4527 方方土霖,202603,-5.6,2.75
4528 江興鍛,202603,-5.54,-0.61
4529 淳紳,202603,-6.28,-5.17
4530 宏易,202603,-1.29,-0.45
4532 瑞智,202603,-8.93,2.23
4533 協易機,202603,-17.13,1.21
4534 慶騰,202603,11.21,0.19
4535 至興,202603,-7.5,1.62
4536 拓凱,202603,-3.53,3.75
4538 大詠城,202603,27.97,0.71
4540 全球傳動,202603,67.12,-0.64
4541 晟田,202603,31.37,2.72
4542 科嶠,202603,11.56,1.78
4543 萬在,202603,39.32,2.52
4545 銘鈺,202603,-11.31,0.85
4549 桓達,202603,-9.43,2.18
4550 長佳,202603,13.48,2.44
4551 智伸科,202603,13.08,3.47
4552 力達-KY,202603,-5.61,0.21
4554 橙的,202603,1.14,0.21
4555 氣立,202603,7.15,0.19
4556 旭然,202603,18.45,0.67
4557 永新-KY,202603,-32.72,-0.2
4558 寶緯,202603,-23.26,0.35
4560 強信-KY,202603,3.1,2.53
4561 健椿,202603,7.52,1.08
4562 穎漢,202603,-8.26,1.04
4563 百德,202603,-32,-2.19
4564 元翎,202603,-37.11,-1.68
4566 時碩工業,202603,8.16,0.85
4568 科際精密,202603,-6.73,1.36
4569 六方科-KY,202603,6.56,3.55
4571 鈞興-KY,202603,-8.29,3.82
4572 駐龍,202603,6.36,1.9
4576 大銀微系統,202603,45.47,2.93
4577 達航科技,202603,54.49,-1.08
4580 捷流閥業,202603,6.89,2.94
4581 光隆精密-KY,202603,-1.33,2.37
4582 聚恆,202603,116.02,2.82
4583 台灣精銳,202603,5.72,2.87
4584 君帆,202603,-26.22,2.53
4585 達明,202603,-2.43,0.99
4588 玖鼎電力,202603,42.04,2.86
4590 富田-創,202603,-25.82,1.9
4609 唐鋒,202603,-32.53,-2.62
4702 中美實,202603,5.22,2.45
4706 大恭,202603,8.27,1.46
4707 磐亞,202603,-6.86,1.64
4711 永純,202603,5.67,1.38
4714 永捷,202603,95.97,-0.32
4716 大立,202603,-1.68,1.4
4720 德淵,202603,2.83,1.32
4721 美琪瑪,202603,59.07,9.39
4722 國精化,202603,-2.96,0.7
4726 永昕,202603,61.7,-7.58
4728 雙美,202603,1.92,15.81
4729 熒茂,202603,-9.32,0.39
4735 豪展,202603,8.23,4.54
4736 泰博,202603,10,2.93
4737 華廣,202603,-15.82,-3.99
4739 康普,202603,125,3.21
4741 泓瀚,202603,5.64,1.14
4743 合一,202603,45.21,-1.45
4744 皇將,202603,-14.69,-0.49
4745 合富-KY,202603,-11.6,-0.99
4746 台耀,202603,-6.97,0.17
4747 強生,202603,-0.14,3.81
4749 新應材,202603,29.85,3.72
4754 國碳科,202603,-19.6,5.23
4755 三福化,202603,-1.97,1.61
4760 勤凱,202603,52.12,7.85
4763 材料*-KY,202603,-34.73,5.33
4764 雙鍵,202603,24.66,3.7
4766 南寶,202603,5.08,5.6
4767 誠泰科技,202603,-9.9,1.96
4768 晶呈科技,202603,157.63,-1.85
4770 上品,202603,9.6,2.47
4771 望隼,202603,27.17,5.3
4772 台特化,202603,290.03,6.02
4804 大略-KY,202603,10.28,-45.86
4806 桂田文創,202603,191.31,-0.55
4807 日成-KY,202603,16.97,6.79
4903 聯光通,202603,80.17,3.26
4904 遠傳,202603,6.77,3.89
4905 台聯電,202603,38.45,1.89
4906 正文,202603,-39.62,-1.13
4907 富宇,202603,171.24,12.38
4908 前鼎,202603,25.04,3.37
4909 新復興,202603,-56.45,0.17
4911 德英,202603,-59.8,1.59
4912 聯德控股-KY,202603,13.86,2.23
4915 致伸,202603,7.79,2.84
4916 事欣科,202603,23.44,16.36
4919 新唐,202603,-4.5,0.05
4923 力士,202603,30.45,0.81
4924 欣厚-KY,202603,39.3,3.33
4927 泰鼎-KY,202603,-12.05,-15.25
4930 燦星網,202603,-19.67,-1.12
4931 新盛力,202603,20.54,7.58
4933 友輝,202603,-1.31,4.26
4934 太極,202603,133.19,-5.23
4935 茂林-KY,202603,-24.92,0.64
4938 和碩,202603,-10.4,1.16
4939 亞電,202603,-6.23,1.72
4942 嘉彰,202603,-5.23,0.81
4943 康控-KY,202603,43.1,-15.7
4946 辣椒,202603,-32.6,3.13
4949 有成精密,202603,36.67,4.84
4950 金耘國際,202603,10.3,2.56
4951 精拓科,202603,4.9,6.2
4952 凌通,202603,11.52,2.54
4953 緯軟,202603,28.66,4.02
4956 光鋐,202603,15.27,1.45
4958 臻鼎-KY,202603,1.61,1.19
4960 誠美材,202603,-13.87,-2.13
4961 天鈺,202603,-3.43,1.41
4966 譜瑞-KY,202603,-3.9,2.39
4967 十銓,202603,69.05,38.41
4968 立積,202603,9.51,1.93
4971 IET-KY,202603,22.84,3.83
4972 湯石照明,202603,-3.8,-1.91
4973 廣穎,202603,74.75,20.69
4974 亞泰,202603,-13.66,2.45
4976 佳凌,202603,0.91,-3.08
4977 眾達-KY,202603,-23.7,-2.38
4979 華星光,202603,11.86,5.66
4987 科誠,202603,11.84,3.85
4989 榮科,202603,92.75,1.24
4991 環宇-KY,202603,51.04,5.22
4994 傳奇,202603,3.82,2.72
4995 晶達,202603,10.62,4.61
4999 鑫禾,202603,-5.67,-1.25
5007 三星,202603,-10.8,3.74
5009 榮剛,202603,-5.23,1.62
5011 久陽,202603,-16.88,2.67
5013 強新,202603,-1.37,1.51
5014 建錩,202603,11.78,2.14
5015 華祺,202603,-31.23,1.23
5016 松和,202603,-1.58,1.2
5201 凱衛,202603,-14.46,-3.97
5202 力新,202603,-4.17,-1.44
5203 訊連,202603,2.42,2.25
5205 中茂,202603,86.23,-5.65
5206 坤悅,202603,44.7,10.76
5209 新鼎,202603,-23.17,9.47
5210 寶碩,202603,-2.97,2.46
5211 蒙恬,202603,39.28,-1.71
5212 凌網,202603,5.89,3.18
5213 亞昕,202603,-83.91,-0.57
5215 科嘉-KY,202603,28.29,1.69
5220 萬達光電,202603,27.02,2.41
5222 全訊,202603,-33.3,0.82
5223 安力-KY,202603,-1.02,-0.9
5225 東科-KY,202603,-13.7,3.66
5227 立凱-KY,202603,-74.16,-20.16
5228 鈺鎧,202603,48.16,7.11
5230 雷笛克光學,202603,1.19,-1.19
5234 達興材料,202603,8.61,6.86
5236 凌陽創新,202603,16.17,7.18
5243 乙盛-KY,202603,-7.19,2.93
5244 弘凱,202603,-9.72,-1.83
5245 智晶,202603,-19.53,-5.61
5251 天鉞電,202603,-8.21,0.84
5258 虹堡,202603,1.7,-1.24
5262 立達,202603,28.58,8.83
5263 智崴,202603,27.11,1.26
5269 祥碩,202603,39.41,5.06
5272 笙科,202603,-18.76,-3.68
5274 信驊,202603,52.38,20.9
5276 達輝-KY,202603,4.5,4.28
5278 尚凡*,202603,16.97,2.13
5283 禾聯碩,202603,-3.36,0.28
5284 jpp-KY,202603,44.65,5.69
5285 界霖,202603,1.64,3.44
5287 數字,202603,0.86,7.05
5288 豐祥-KY,202603,8.93,3.99
5289 宜鼎,202603,403.39,46.03
5291 邑昇,202603,25.23,0.68
5292 華懋,202603,-13.43,5.83
5299 杰力,202603,-4.83,2.62
5301 寶得利,202603,10.19,-2.39
5302 太欣,202603,143.45,-0.5
5306 桂盟,202603,5.25,2.49
5309 系統電,202603,-1.15,0.08
5310 天剛,202603,31.91,0.59
5312 寶島科,202603,12.33,2.34
5314 世紀*,202603,184.23,4.05
5315 光聯,202603,-6.68,2.76
5321 美而快,202603,-22.54,-16.51
5324 士開,202603,-25.92,-1.38
5328 華容,202603,12.86,1.03
5340 建榮,202603,22.18,3.92
5344 立衛,202603,26.64,0.39
5345 馥鴻,202603,282.4,-0.84
5347 世界,202603,4.87,2.43
5348 正能量智能,202603,28.58,-1.75
5351 鈺創,202603,336.18,13.5
5353 台林,202603,-4.46,2.7
5355 佳總,202603,1.39,-3.21
5356 協益,202603,-10.36,0.65
5364 力麗店,202603,-15.72,-1.2
5371 中光電,202603,10.48,-0.43
5381 合正,202603,-31.98,2.24
5386 青雲,202603,590.9,92.57
5388 中磊,202603,46.61,1.91
5392 能率,202603,2.85,-0.74
5398 慕康生醫,202603,12.78,-2.11
5403 中菲,202603,-9.2,4.1
5410 國眾,202603,21.08,8.37
5425 台半,202603,-2.61,2.78
5426 振發,202603,6.07,1.73
5432 新門,202603,13.48,1.47
5434 崇越,202603,17.62,6.73
5438 東友,202603,-44.68,-0.61
5439 高技,202603,78.18,7.95
5443 均豪,202603,23.64,0.79
5450 南良,202603,0.19,0.48
5452 佶優,202603,-18.38,-0.04
5455 昇益,202603,-97.43,-0.71
5457 宣德,202603,-4.5,-0.4
5460 同協,202603,20.59,0.71
5464 霖宏,202603,19.62,0.96
5465 富驊,202603,-31.63,2.27
5468 凱鈺,202603,64.68,1.22
5469 瀚宇博,202603,48.49,1.93
5471 松翰,202603,23.92,2.27
5474 聰泰,202603,0.44,1.23
5475 德宏,202603,90.87,3.38
5478 智冠,202603,20.06,4
5481 新華,202603,-9.27,-0.58
5483 中美晶,202603,0.04,2.2
5484 慧友,202603,109.9,4.42
5487 通泰,202603,-15.58,-0.27
5488 松普,202603,23.42,0.8
5489 彩富,202603,12.49,1.23
5490 同亨,202603,4.69,4.72
5493 三聯,202603,17.1,3.96
5498 凱崴,202603,48.69,0.04
5508 永信建,202603,-18.65,3.44
5511 德昌,202603,27.39,3.97
5512 力麒,202603,-1.25,0.8
5514 三豐,202603,46024.5,2.29
5515 建國,202603,38.82,7.2
5516 雙喜,202603,48.18,6.23
5519 隆大,202603,-9.49,2.16
5520 力泰,202603,-5.18,4.78
5521 工信,202603,21.33,1.12
5522 遠雄,202603,798.19,2.81
5523 豐謙,202603,0.35,-0.22
5525 順天,202603,1278.49,5.33
5529 鉅陞,202603,2023.56,4.51
5530 龍巖,202603,-8.19,1.4
5531 鄉林,202603,14.5,0.07
5533 皇鼎,202603,-1.09,0.47
5534 長虹,202603,-22.02,0.26
5536 聖暉*,202603,35.61,9.41
5538 東明-KY,202603,2.81,2.95
5543 桓鼎-KY,202603,11.62,2.07
5546 永固-KY,202603,-62.7,-1.42
5547 久舜,202603,-8.67,2.17
5548 安倉,202603,13.03,2.14
5601 台聯櫃,202603,0.52,0.46
5603 陸海,202603,2.57,0.44
5604 中連,202603,3.82,1.72
5607 遠雄港,202603,35.67,3.23
5608 四維航,202603,-1.9,-0.69
5609 中菲行,202603,-0.89,3.64
5701 劍湖山,202603,-10.56,-4.73
5703 亞都,202603,14.61,3.56
5704 老爺知,202603,34.54,1.9
5706 鳳凰,202603,-0.34,2.79
5828 富邦保,202603,,7.85
5833 元大證金,202603,1.6,0.56
5834 兆豐保險,202603,,2.26
5835 國泰世華,202603,7.89,3.98
5836 台北富邦銀,202603,16.85,3.54
5838 華銀,202603,8.55,2.39
5840 國票,202603,56.41,2.03
5841 中信銀,202603,13.57,3.63
5842 兆豐票券,202603,45.55,1.81
5843 兆豐銀行,202603,1.41,1.87
5844 一銀,202603,9.78,2.43
5846 國壽,202603,,2.77
5847 玉山銀,202603,9.31,2.94
5848 台新銀,202603,20.35,2.91
5849 永豐銀行,202603,15.77,3.62
5852 元大銀,202603,30,2.34
5854 合庫,202603,5.38,1.67
5864 致和證,202603,499.58,17.27
5865 富邦人壽,202603,,2.37
5871 中租-KY,202603,-2.87,2.95
5876 上海商銀,202603,-0.85,2.35
5878 台名,202603,1.19,2.11
5902 德記,202603,-11.76,3.29
5903 全家,202603,9.78,2.82
5904 寶雅,202603,12.69,13.66
5905 南仁湖,202603,174.68,-0.94
5906 台南-KY,202603,-10.12,0.4
5907 大洋-KY,202603,-8.93,-5.19
6005 群益證,202603,78.79,6.02
6008 凱基證,202603,80.61,8.28
6015 宏遠證,202603,358.15,6.2
6016 康和證,202603,1367.34,9.55
6020 大展證,202603,3297.8,2.52
6021 美好證,202603,509.56,2.64
6023 元大期,202603,34.76,3.53
6024 群益期,202603,-2.99,4.11
6026 福邦證,202603,34.98,0.47
6028 公勝保經,202603,11.65,7.61
6101 寬魚國際,202603,563.95,8.67
6103 合邦,202603,-2.98,-1.72
6104 創惟,202603,-0.06,5.66
6108 競國,202603,5.19,-5.16
6109 亞元,202603,30.14,-2.73
6111 光聚晶電,202603,128.45,-0.07
6112 邁達特,202603,27.37,0.8
6113 亞矽,202603,33.11,1.91
6114 久威,202603,-22.37,2.65
6115 鎰勝,202603,3.37,2.41
6116 彩晶,202603,3.99,-0.54
6117 迎廣,202603,21.16,5.36
6118 建達,202603,13.23,-0.29
6120 達運,202603,-4.81,-1.03
6121 新普,202603,0.5,3.64
6122 擎邦,202603,-8.3,4.38
6123 上奇,202603,-10.7,3.09
6124 業強,202603,24.16,1.03
6125 廣運,202603,30.76,-0.49
6126 信音,202603,47.64,1.57
6127 九豪,202603,-3.32,-4.66
6128 上福,202603,-1.05,1.3
6129 普誠,202603,61.09,-1.72
6130 上亞科技,202603,-0.9,-2.58
6133 金橋,202603,7.6,0.93
6134 萬旭,202603,49.83,1.27
6136 富爾特,202603,28.55,-0.2
6138 茂達,202603,11.44,7.47
6139 亞翔,202603,68.5,10.53
6140 訊達,202603,-26.19,3.91
6141 柏承,202603,2.67,-15.82
6142 友勁,202603,2.86,-2.06
6143 振曜,202603,25.26,4.09
6144 得利影,202603,-13.61,-2.74
6146 耕興,202603,6.33,4.87
6147 頎邦,202603,11.92,0.93
6148 驊宏資,202603,-30,0.59
6150 撼訊,202603,-6.59,4.5
6151 晉倫,202603,0.4,4.07
6152 百一,202603,-12.48,-2.94
6153 嘉聯益,202603,-4.99,-4.03
6154 順發,202603,5.69,2.98
6155 鈞寶,202603,5.16,0.99
6156 松上,202603,0.89,0.48
6158 禾昌,202603,-5.91,-5.38
6160 欣技,202603,-2.64,-3.15
6161 捷波,202603,16.31,3.52
6163 華電網,202603,46.31,0.03
6164 華興,202603,-11.86,0.43
6165 浪凡,202603,6.47,5.59
6166 凌華,202603,28.73,5.95
6167 久正,202603,25.17,-0.5
6168 宏齊,202603,7.8,0.22
6169 昱泉,202603,-98.65,-6.97
6170 統振,202603,0.66,5.31
6171 大城地產,202603,124.67,0.32
6173 信昌電,202603,7.67,2.28
6174 安碁,202603,15.72,2.5
6175 立敦,202603,4.3,2.84
6176 瑞儀,202603,0.15,2.92
6177 達麗,202603,724.55,13.8
6179 亞通,202603,49.9,0.94
6180 橘子,202603,-10.13,2.56
6182 合晶,202603,7.54,0.08
6183 關貿,202603,6.4,5.5
6184 大豐電,202603,2.41,2.37
6185 幃翔,202603,22.92,-0.99
6186 新潤,202603,48.59,7.65
6187 萬潤,202603,13.19,4.41
6188 廣明,202603,-11.06,1
6189 豐藝,202603,-5.91,4.33
6190 萬泰科,202603,10.13,2.21
6191 精成科,202603,80.89,2.95
6192 巨路,202603,-0.62,3.42
6194 育富,202603,-26.04,0.79
6195 詩肯,202603,19.13,5.74
6196 帆宣,202603,7.9,6.55
6197 佳必琪,202603,21.08,8.13
6198 瑞築,202603,78.38,-0.38
6199 天品,202603,1171.92,7.92
6201 亞弘電,202603,-12.82,2.12
6202 盛群,202603,8.5,1.76
6203 海韻電,202603,-20.96,3.56
6204 艾華,202603,-5.23,0.62
6205 詮欣,202603,-20.43,1.21
6206 飛捷,202603,10.96,6.52
6207 雷科,202603,-2.25,0.24
6208 日揚,202603,-10.69,4.94
6209 今國光,202603,47.94,4.37
6210 慶生,202603,51.24,-4.07
6212 理銘,202603,-74.8,1.08
6213 聯茂,202603,20.62,1.48
6214 精誠,202603,21.69,3.97
6215 和椿,202603,58.7,5.84
6216 居易,202603,-32.86,-0.69
6217 中探針,202603,36.5,0.47
6218 豪勉,202603,14.82,2.6
6219 富旺,202603,18839.64,4.51
6220 岳豐,202603,-7.66,-1.47
6221 晉泰,202603,-32.24,1.91
6222 立軒,202603,-17.55,-0.47
6223 旺矽,202603,39.04,8.09
6224 聚鼎,202603,-0.55,2.28
6225 天瀚,202603,-34.82,-3.62
6226 光鼎,202603,-3.63,0.1
6227 茂綸,202603,40.78,7.76
6228 全譜,202603,-24.69,-0.73
6229 研通,202603,44.55,0.8
6230 尼得科超眾,202603,8.08,-1.36
6231 系微,202603,7.82,7.19
6233 旺玖,202603,-7.44,-0.19
6234 高僑,202603,40.2,0.84
6235 華孚,202603,13.06,1.22
6236 中湛,202603,-33.99,0.06
6237 驊訊,202603,29.9,-1.26
6239 力成,202603,37.56,3.29
6240 松崗,202603,28.15,-2.47
6241 鑫永洋,202603,-14.36,6.1
6242 立康,202603,-9.82,1.21
6243 迅杰,202603,-45.59,-0.19
6244 茂迪,202603,-4.02,1.01
6245 立端,202603,-9.56,1.75
6246 臺龍,202603,-23.33,-6.1
6248 沛波,202603,-21.97,1.23
6257 矽格,202603,13,4.54
6259 百徽,202603,51.51,3.02
6261 久元,202603,7.17,1.51
6263 普萊德,202603,-2.12,7.2
6264 富裔,202603,-42.57,-3.58
6265 方土昶,202603,432.53,12.87
6266 泰詠,202603,-4.77,2.41
6269 台郡,202603,5.72,-3.59
6270 倍微,202603,-3.6,0.71
6271 同欣電,202603,-3.07,1.48
6272 驊陞,202603,-24.95,0.52
6274 台燿,202603,57.78,6.87
6275 元山,202603,14.45,2.27
6276 安鈦克,202603,-40.79,-8.99
6277 宏正,202603,7.34,2.74
6278 台表科,202603,1.13,2.78
6279 胡連,202603,-8.77,2.09
6281 全國電,202603,0,4.02
6282 康舒,202603,20.54,1.01
6283 淳安,202603,-8.91,-0.54
6284 佳邦,202603,-10.12,0.94
6285 啟碁,202603,2.78,3.27
6290 良維,202603,11.49,5.69
6291 沛亨,202603,49.48,8.84
6292 迅德,202603,24.14,3.12
6294 智基,202603,-14.31,-0.34
6405 悅城,202603,-61.11,-0.63
6409 旭隼,202603,-15.82,3.94
6411 晶焱,202603,12.83,0.81
6412 群電,202603,-7.8,2.72
6414 樺漢,202603,7.68,2.89
6415 矽力*-KY,202603,18.72,1.93
6416 瑞祺電通,202603,-4.61,2.66
6417 韋僑,202603,15.86,4.03
6418 詠昇,202603,0.85,-1.05
6419 京晨科,202603,56.77,12.27
6423 億而得,202603,-6.93,1.71
6425 易發,202603,39.51,0.66
6426 統新,202603,56.07,3.1
6431 光麗-KY,202603,-21.73,-6.72
6432 今展科,202603,2.27,2.63
6435 大中,202603,3.95,6.94
6438 迅得,202603,12.2,2.52
6441 廣錠,202603,-65.71,-7.44
6442 光聖,202603,28.55,8.73
6443 元晶,202603,-45.24,-2.8
6446 藥華藥,202603,57.23,6.47
6449 鈺邦,202603,24.66,3.41
6451 訊芯-KY,202603,-21.42,-1.85
6456 GIS-KY,202603,5.86,-0.68
6461 益得,202603,130.09,-10.69
6462 神盾,202603,111.76,-2.54
6464 台數科,202603,-6.24,2.1
6465 威潤,202603,82.61,11.88
6467 泰合,202603,-99.7,-10.57
6469 大樹,202603,3.7,3.16
6470 宇智,202603,-51.54,2.74
6472 保瑞,202603,-10.68,0.28
6474 華豫寧,202603,0.32,2.83
6477 安集,202603,54.21,-0.01
6482 弘煜科,202603,-34.78,1.87
6485 點序,202603,-14.85,0
6486 互動,202603,12.23,1.52
6488 環球晶,202603,-10.32,2.03
6491 晶碩,202603,18.33,4.15
6492 生華科,202603,-4,-9.17
6494 九齊,202603,35.84,2.37
6496 科懋,202603,3.88,-7.06
6498 久禾光,202603,34.72,5.49
6499 益安,202603,12.18,-9.17
6504 南六,202603,-4.72,0.21
6505 台塑化,202603,-6.51,5.5
6506 雙邦,202603,9.78,4.11
6508 惠光,202603,6,1.31
6509 聚和,202603,5.34,4.46
6510 精測,202603,17.79,3.65
6512 啟發電,202603,-27.16,-2.05
6515 穎崴,202603,29.74,10.8
6516 勤崴國際,202603,34.75,3.61
6517 保勝光學,202603,-18.91,2.42
6523 達爾膚,202603,-20.37,6.28
6525 捷敏-KY,202603,11.77,4.6
6526 達發,202603,4.46,3.56
6527 明達醫,202603,-16.12,3.35
6530 創威,202603,16.75,4.39
6531 愛普*,202603,115.39,5.42
6532 瑞耘,202603,-19.12,2.54
6533 晶心科,202603,20.31,-3.75
6534 正瀚-創,202603,1.86,15.91
6535 順藥,202603,-49.61,-8.26
6538 倉和,202603,-27.23,1.77
6541 泰福-KY,202603,166.39,-7.03
6542 隆中,202603,21.15,0.09
6546 正基,202603,-16.1,3.04
6547 高端疫苗,202603,-8.23,-0.81
6548 長科*,202603,15.45,4.18
6550 北極星藥業-KY,202603,340.09,-10.97
6552 易華電,202603,-33.87,-3.2
6556 勝品,202603,3.11,3.23
6558 興能高,202603,-15.15,-2.37
6560 欣普羅,202603,76.82,1.86
6561 是方,202603,3.06,8.68
6568 宏觀,202603,28,2.67
6569 醫揚,202603,21.76,2.54
6570 維田,202603,17.56,2.65
6573 虹揚-KY,202603,-23.21,-4.51
6574 霈方,202603,29.53,8.08
6576 逸達,202603,-27.3,35.01
6577 勁豐,202603,0.78,6.49
6578 達邦蛋白,202603,19.67,0.56
6579 研揚,202603,23.07,4.28
6581 鋼聯,202603,-11.71,3.06
6582 申豐,202603,-66.37,-0.43
6584 南俊國際,202603,73.54,7.01
6585 鼎基,202603,-14.87,3.54
6588 東典光電,202603,169.86,-0.31
6589 台康生技,202603,69.54,-1.72
6590 普鴻,202603,0.36,2.83
6591 動力-KY,202603,-25.45,1.38
6592 和潤企業,202603,-4.6,2.15
6593 台灣銘板,202603,-17.79,-2.14
6596 寬宏藝術,202603,30.39,5.87
6597 立誠,202603,-22.97,-1.66
6598 ABC-KY,202603,80.95,3.18
6603 富強鑫,202603,2.83,0.2
6604 儒億,202603,7.37,7.23
6605 帝寶,202603,-4.52,3.53
6606 建德工業,202603,11.09,1.79
6609 瀧澤科,202603,-16.21,-0.49
6612 奈米醫材,202603,0.32,1.2
6613 朋億*,202603,8.95,5.07
6614 資拓宏宇,202603,59.61,0.83
6615 慧智,202603,-3.01,2.28
6616 特昇-KY,202603,-29.24,-4.14
6617 共信-KY,202603,24.09,-1.69
6620 漢達,202603,15.93,1.39
6624 萬年清,202603,-10.52,0.27
6625 必應,202603,59.78,4.56
6629 泰金-KY,202603,73.65,8.19
6637 醫影,202603,51.31,2.39
6640 均華,202603,93,5.16
6641 基士德-KY,202603,-6.13,-0.22
6642 富致,202603,2.73,2.65
6643 M31,202603,-9.15,-2.66
6645 金萬林-創,202603,20.88,-9.73
6649 台生材,202603,-60.97,0.02
6651 全宇昕,202603,2.43,6.84
6654 天正國際,202603,44.09,-0.81
6655 科定,202603,26.28,2.87
6657 華安,202603,14.67,-5.31
6658 聯策,202603,27.32,3.86
6661 威健生技,202603,7.54,-2.15
6662 樂斯科,202603,1.91,1.22
6664 群翊,202603,16.77,5.58
6666 羅麗芬-KY,202603,-8.29,0.6
6667 信紘科,202603,13.91,7.07
6668 中揚光,202603,20.36,-3.08
6669 緯穎,202603,62.03,10.66
6670 復盛應用,202603,-0.13,5.3
6671 三能-KY,202603,-15.87,0.89
6672 騰輝電子-KY,202603,21.86,3.39
6674 鋐寶科技,202603,-33.94,-7.97
6679 鈺太,202603,3.43,3.58
6680 鑫創電子,202603,22.27,0.35
6683 雍智科技,202603,46.32,6.04
6684 安格,202603,-6.79,0.05
6689 伊雲谷,202603,-6.25,1.07
6690 安碁資訊,202603,21.01,2.24
6691 洋基工程,202603,76.8,12.8
6692 進能服,202603,-82.02,-5.13
6693 廣閎科,202603,64.22,4.76
6695 芯鼎,202603,4.45,-4.26
6697 東捷資訊,202603,7.89,3.64
6698 旭暉應材,202603,-9.79,-1.32
6703 軒郁,202603,9.44,4.58
6706 惠特,202603,-61.94,-1.98
6708 天擎,202603,-16.79,-1.51
6712 長聖,202603,7.06,6.06
6715 嘉基,202603,17.38,1.64
6716 應廣,202603,68.33,6.28
6719 力智,202603,0.01,1.56
6720 久昌,202603,-33.61,1.69
