證券代碼,年月,營收成長率,ROE(A)－稅後
3167 大量,202506,159.2,6.35
3168 眾福科,202506,1.99,2.38
3169 亞信,202506,-3.17,2.39
3171 炎洲流通,202506,3.12,5.24
3176 基亞,202506,1.88,-2.11
3178 公準,202506,-13.6,-2.68
3184 微邦,202506,2.26,3.09
3188 鑫龍騰,202506,-51.18,0.97
3189 景碩,202506,31,1.4
3191 雲嘉南,202506,-0.31,-10.37
3205 佰研,202506,-4.75,-2.11
3206 志豐,202506,-12.95,1.65
3207 耀勝,202506,2.87,1.57
3209 全科,202506,-18.09,-3.28
3211 順達,202506,-17.69,6.64
3213 茂訊,202506,5.76,0.86
3217 優群,202506,32.99,4.68
3218 大學光,202506,-1.59,1.22
3219 倚強科,202506,26.57,4.59
3221 台嘉碩,202506,0.38,-1.77
3224 三顧,202506,11.72,-4.21
3226 龍鋒,202506,-30.77,-5.09
3227 原相,202506,11.51,3.33
3228 金麗科,202506,-49.71,-7.09
3229 晟鈦,202506,-1.63,-5.71
3230 錦明,202506,-22.72,-4.43
3231 緯創,202506,129.51,6.79
3232 昱捷,202506,-42.27,-1.95
3234 光環,202506,4.93,-7.18
3236 千如,202506,15.51,-1.36
3252 海灣,202506,-3.07,0.07
3257 虹冠電,202506,34.17,4.53
3259 鑫創,202506,-13.4,-9.05
3260 威剛,202506,27.62,4.66
3264 欣銓,202506,3.52,3.1
3265 台星科,202506,14.76,1.54
3266 昇陽,202506,56.37,0.58
3268 海德威,202506,1.87,-8.96
3272 東碩,202506,17.58,-6.28
3276 宇環,202506,-46.19,-1.17
3284 太普高,202506,-35.4,0.21
3285 微端,202506,-25.17,-1.63
3287 廣寰科,202506,25.35,-3.24
3288 點晶,202506,-10.04,1.61
3289 宜特,202506,14.34,2.87
3290 東浦,202506,6.94,0.4
3293 鈊象,202506,22.32,20.23
3294 英濟,202506,-11.04,-3.17
3296 勝德,202506,14.86,4.55
3297 杭特,202506,13.85,2.15
3303 岱稜,202506,-0.32,3.31
3305 昇貿,202506,23.55,0.42
3306 鼎天,202506,8.24,3.07
3308 聯德,202506,-95.16,-5.39
3310 佳穎,202506,16.17,0.65
3311 閎暉,202506,-0.18,0.01
3312 弘憶股,202506,14.41,-8.29
3313 斐成,202506,-97.03,-1.56
3317 尼克森,202506,18.24,1.54
3321 同泰,202506,-0.6,-15.83
3322 建舜電,202506,2.62,-4.65
3323 加百裕,202506,-6.12,-3.12
3324 雙鴻,202506,23.9,1.76
3325 旭品,202506,-7.98,-3.11
3332 幸康,202506,23.76,3.1
3338 泰碩,202506,-3.61,2.17
3339 泰谷,202506,53.74,-8.41
3342 飛虹科,202506,-4.49,-14.09
3346 麗清,202506,-11.13,-3.06
3349 寶德,202506,26.54,-7.63
3354 律勝,202506,-33.79,-4.5
3356 奇偶,202506,-14.38,6.2
3357 臺慶科,202506,17.62,4.38
3360 尚立,202506,7.39,-2.29
3362 先進光,202506,3.65,-5.66
3363 上詮,202506,65,0.67
3369 鐵研,202506,30.12,-2.44
3372 典範,202506,14.87,-4.72
3373 熱映,202506,-5.24,-2.74
3374 精材,202506,-6.41,0.71
3376 新日興,202506,-15.52,-0.52
3379 彬台,202506,18.38,0.11
3380 明泰,202506,0.17,-1.08
3388 崇越電,202506,0.08,1.6
3390 旭軟,202506,-24.8,-4.62
3402 漢科,202506,-9.01,8.39
3406 玉晶光,202506,-4.24,1.05
3413 京鼎,202506,39.83,2.55
3416 融程電,202506,11.73,3.02
3419 譁裕,202506,17.61,-7.54
3426 台興,202506,-11.89,2.67
3430 奇鈦科,202506,-0.93,0.13
3432 台端,202506,340.56,-3.55
3434 哲固,202506,-13.42,-2.4
3437 榮創,202506,-22.21,-4.95
3438 類比科,202506,11.82,-0.45
3441 聯一光,202506,25.91,-3.06
3443 創意,202506,-9.16,6.77
3444 利機,202506,7.03,1.85
3447 展達,202506,46.57,-1.98
3450 聯鈞,202506,8.45,1.84
3454 晶睿,202506,22.63,-2
3455 由田,202506,-3.39,-3.57
3465 進泰電子,202506,64.58,-4.88
3466 德晉,202506,-36.66,0.23
3467 台灣精材,202506,-7.05,0.14
3473 智通聯網,202506,-77.56,-10.68
3479 安勤,202506,9.4,3.18
3481 群創,202506,-1.11,-0.3
3483 力致,202506,15.1,3.14
3484 崧騰,202506,13.15,2.83
3485 敘豐,202506,,-0.39
3489 森寶,202506,-48.75,-0.18
3490 單井,202506,-22.15,1.92
3491 昇達科,202506,-20.71,2.83
3492 長盛,202506,9.86,2.35
3494 誠研,202506,6.5,-2.81
3498 陽程,202506,161.52,0.96
3499 環天科,202506,1.44,-5.86
3501 維熹,202506,-7.77,1.13
3504 揚明光,202506,10.49,0.13
3508 位速,202506,54.68,-10.42
3511 矽瑪,202506,15.58,-2.5
3512 皇龍,202506,-62.22,-0.68
3515 華擎,202506,130.04,5.03
3516 亞帝歐,202506,-22.71,-0.48
3518 柏騰,202506,-9.94,0.27
3520 華盈,202506,25.89,-1.45
3521 台鋼建設,202506,430.34,1.5
3522 御嵿,202506,53.23,-13.18
3523 迎輝,202506,-70.69,-7.85
3526 凡甲,202506,20.33,8.52
3527 聚積,202506,-30.24,-1.86
3528 安馳,202506,41.94,-12.48
3529 力旺,202506,4.87,11.64
3530 晶相光,202506,7.44,-1.47
3531 先益,202506,-2.57,-4.12
3532 台勝科,202506,-7.2,-0.6
3533 嘉澤,202506,13.05,2.07
3535 晶彩科,202506,-87.21,-9
3537 堡達,202506,8.98,-5.73
3540 曜越,202506,30.65,-2.32
3541 西柏,202506,44.68,-8.21
3543 州巧,202506,4.03,-2.12
3545 敦泰,202506,2.49,0.77
3546 宇峻,202506,-10.06,-1.78
3548 兆利,202506,18.5,-0.88
3550 聯穎,202506,5.04,-1.35
3551 世禾,202506,11.41,2.84
3552 同致,202506,-3.99,0.2
3555 博士旺,202506,278.54,-4.92
3556 禾瑞亞,202506,4.1,2.09
3557 嘉威,202506,-39.68,-4.33
3558 神準,202506,57.54,1.59
3563 牧德,202506,210.88,4.72
3564 其陽,202506,29.2,1.31
3567 逸昌,202506,-24.25,0.76
3570 大塚,202506,11.77,6.14
3572 宏芯,202506,-30.62,-29.2
3576 聯合再生,202506,-48.54,-3.94
3577 泓格,202506,16.45,2.54
3580 友威科,202506,-53.07,2.34
3581 博磊,202506,-14.18,-1.37
3583 辛耘,202506,22.78,4.33
3585 聯致,202506,22.32,-1.21
3587 閎康,202506,8.27,2.09
3588 通嘉,202506,-9.38,0.09
3591 艾笛森,202506,-8.14,-0.56
3592 瑞鼎,202506,-9.33,2.45
3593 力銘,202506,102.54,-12.29
3594 磐儀,202506,35,-0.61
3595 山太士,202506,127.02,4.23
3596 智易,202506,10.65,4.35
3597 映興,202506,22.63,-1.98
3601 前源,202506,-32.71,-12.9
3603 建祥國際,202506,-6.03,-8.26
3605 宏致,202506,13.55,1.55
3607 谷崧,202506,0.98,-0.28
3609 三一東林,202506,61.03,-17.72
3611 鼎翰,202506,48.94,4.63
3615 安可,202506,4.29,0.1
3616 泓辰,202506,-89.21,-9.47
3617 碩天,202506,-11.57,0.15
3622 洋華,202506,-7.63,1.71
3623 富晶通,202506,10.8,-1.5
3624 光頡,202506,-0.32,-0.03
3625 西勝,202506,8.6,4.1
3628 盈正,202506,13.94,1.8
3629 地心引力,202506,253.33,-16.36
3630 新鉅科,202506,30.36,21.93
3631 晟楠,202506,-27.61,-2.9
3632 研勤,202506,-36.97,-5.7
3633 云光,202506,-6.54,9.84
3645 達邁,202506,8.89,0.61
3646 艾恩特,202506,-21.44,3.52
3652 精聯,202506,-11.06,0.27
3653 健策,202506,52.34,7.67
3659 百辰,202506,1.21,2.64
3661 世芯-KY,202506,-32.67,3.45
3663 鑫科,202506,13.34,-0.44
3664 安瑞-KY,202506,44.05,5.08
3665 貿聯-KY,202506,30.42,5.5
3666 光耀,202506,-27.73,-14.95
3669 圓展,202506,-6.46,-1.23
3672 康聯訊,202506,-61.01,-14.01
3673 TPK-KY,202506,-2.78,1.19
3675 德微,202506,-15.45,-1.76
3678 聯享,202506,56.47,3.69
3679 新至陞,202506,14.04,-2.61
3680 家登,202506,-2.63,0.56
3684 榮昌,202506,26.27,3.08
3685 元創精密,202506,-6.71,-4.83
3686 達能,202506,-10.67,-2.34
3687 歐買尬,202506,6.38,1.87
3688 華立捷,202506,-0.13,-23.04
3689 湧德,202506,27.95,3.54
3691 碩禾,202506,-45.42,-9.08
3693 營邦,202506,-13.12,0.11
3694 海華,202506,28.82,4.92
3701 大眾控,202506,-26.13,1.17
3702 大聯大,202506,20.42,2.9
3703 欣陸,202506,-11.1,0.95
3704 合勤控,202506,-4.95,-3.39
3705 永信,202506,7.57,1.12
3706 神達,202506,103.12,2.53
3707 漢磊,202506,-6.54,-2.14
3708 上緯投控,202506,2.78,-0.37
3709 鑫聯大投控,202506,90.14,5.89
3710 連展投控,202506,-3.71,4.39
3711 日月光投控,202506,7.5,2.36
3712 永崴投控,202506,37.15,-32.05
3713 新晶投控,202506,-2.81,-5.56
3714 富采,202506,-13.11,-1.97
3715 定穎投控,202506,9.47,3.47
3716 中化控股,202506,-4.91,
3717 聯嘉投控,202506,-7.29,-3.63
4102 永日,202506,-27.09,-1.11
4104 佳醫,202506,0.38,2.52
4105 東洋,202506,10,4.37
4106 雃博,202506,3.44,0.96
4107 邦特,202506,2.26,3.45
4108 懷特,202506,-29.67,-1.58
4109 加捷生醫,202506,-29.89,0.01
4111 濟生,202506,30.17,2.67
4113 聯上,202506,-96.92,-0.29
4114 健喬,202506,21,2.13
4115 善德生技,202506,-1.82,-2.61
4116 明基醫,202506,13.5,1.78
4117 普生,202506,-0.49,-58.32
4118 友合生技,202506,-71.59,-38.9
4119 旭富,202506,-5.4,0.42
4120 友華,202506,3.7,-0.59
4121 優盛,202506,2.64,-0.42
4123 晟德,202506,-8.4,-4.1
4126 太醫,202506,0.52,1.09
4127 天良,202506,52.66,-10.25
4128 中天,202506,11.31,-4.06
4129 聯合,202506,18.41,1.25
4130 健亞,202506,-0.57,0.52
4131 浩泰,202506,203.64,3.51
4132 國鼎,202506,15.96,-46.36
4133 亞諾法,202506,-0.21,-2.94
4137 麗豐-KY,202506,-6.42,4.27
4138 曜亞,202506,-17.88,2.64
4139 馬光-KY,202506,0.08,1.56
4142 國光生,202506,36.11,-4.64
4147 中裕,202506,-6.4,-1.5
4148 全宇生技-KY,202506,54.59,1.55
4150 優你康,202506,-35.53,-17.44
4153 鈺緯,202506,5.37,2.65
4154 樂威科-KY,202506,-77.59,-9.62
4155 訊映,202506,-2.74,-3.06
4157 太景*-KY,202506,-91.19,-12.18
4160 訊聯基因,202506,-14.46,0.43
4161 聿新科,202506,-8.23,0.41
4162 智擎,202506,-24.86,0.35
4163 鐿鈦,202506,0.63,0.29
4164 承業醫,202506,12.89,0.61
4166 友霖,202506,-0.45,1.02
4167 松瑞藥,202506,-3.8,-0.47
4168 醣聯,202506,16778.95,-5.12
4169 泰宗,202506,,0.88
4170 鑫品生醫,202506,42.9,0.98
4171 瑞基,202506,26.28,-9.96
4172 因華,202506,101.35,-8.69
4173 久裕,202506,19.36,1.56
4174 浩鼎,202506,-32.91,-17.95
4175 杏一,202506,3.72,1.94
4178 永笙-KY,202506,,-2.89
4183 福永生技,202506,-2.52,-4.45
4186 尖端醫,202506,11.66,-1.53
4188 安克,202506,-50.16,-3.19
4190 佐登-KY,202506,-9.47,-2.78
4191 法德藥,202506,8.74,
4192 杏國,202506,10.35,-4.28
4194 禾生技,202506,-100,-15.99
4195 基米-創,202506,,-1.12
4197 暐世,202506,95.74,1.17
4198 欣大健康,202506,-29.51,-6.37
4205 中華食,202506,3.88,4.93
4207 環泰,202506,-12.39,3.97
4303 信立,202506,390.54,-16.9
4304 勝昱,202506,-17.8,-99.48
4305 世坤,202506,8.08,0.43
4306 炎洲,202506,-38.88,0.1
4401 東隆興,202506,-2.53,0.72
4402 郡都開發,202506,107.02,-0.48
4406 新昕纖,202506,61.41,-6.3
4413 飛寶企業,202506,147.85,-3.8
4414 如興,202506,2.16,-3.9
4416 三圓,202506,1522.9,5.3
4417 金洲,202506,10.12,5.42
4419 皇家美食,202506,41.61,-3.29
4420 光明,202506,43.66,0.66
4426 利勤,202506,-13.15,-12.28
4427 展頌,202506,-8.65,-3.3
4430 耀億,202506,1.39,-2.49
4431 敏成健康,202506,19.08,-2.31
4432 銘旺實,202506,14.22,-5.11
4433 興采,202506,-9.13,-5.38
4438 廣越,202506,16.26,-0.34
4439 冠星-KY,202506,26.27,2.29
4440 宜新實業,202506,-17.08,2.25
4441 振大環球,202506,59.51,0.71
4442 竣邦-KY,202506,48.28,6.4
4502 健信,202506,-32.49,-6.04
4503 金雨,202506,152.92,-0.36
4506 崇友,202506,19.05,4.98
4510 高鋒,202506,-15.04,-4.24
4513 福裕,202506,-31.46,-4.85
4523 永彰,202506,22.48,-44.95
4526 東台,202506,-5.81,13.1
4527 方方土霖,202506,-24.26,0.53
4528 江興鍛,202506,-7.14,-0.58
4529 淳紳,202506,-21.64,-7.26
4530 宏易,202506,7.44,4.28
4532 瑞智,202506,-11.27,2.36
4533 協易機,202506,7.15,-4.14
4534 慶騰,202506,-15.69,-4.99
4535 至興,202506,-7.56,0.62
4536 拓凱,202506,8.31,3.54
4537 旭東,202506,63.33,-8.91
4538 大詠城,202506,42.42,0.01
4540 全球傳動,202506,10.97,1.42
4541 晟田,202506,17.41,-2.42
4542 科嶠,202506,5.89,0.26
4543 萬在,202506,-3.69,-3.29
4544 春日,202506,21.62,2.18
4545 銘鈺,202506,-6.66,-2.45
4546 長亨,202506,26.7,5.64
4549 桓達,202506,-3.08,1.54
4550 長佳,202506,-40.87,0.46
4551 智伸科,202506,-1.56,-1.09
4552 力達-KY,202506,-8.05,0.41
4553 盛復,202506,-0.23,-4.5
4554 橙的,202506,26,-3.61
4555 氣立,202506,7.22,-0.14
4556 旭然,202506,-6.88,1.05
4557 永新-KY,202506,13.47,3.12
4558 寶緯,202506,4.29,-2.64
4559 久裕興,202506,-22.92,-1.33
4560 強信-KY,202506,1.9,2.05
4561 健椿,202506,-33.06,-0.97
4562 穎漢,202506,20.65,-5.74
4563 百德,202506,-9.14,-2.73
4564 元翎,202506,3.74,-3.62
4565 宏偉,202506,6.18,10.06
4566 時碩工業,202506,-1.73,-2.61
4568 科際精密,202506,-7.76,-1.02
4569 六方科-KY,202506,32.99,-2.07
4570 傑生,202506,-25.09,1.06
4571 鈞興-KY,202506,-9.53,3.18
4572 駐龍,202506,-17.83,-0.18
4573 高明鐵,202506,-9.78,-11.01
4575 銓寶,202506,-13.67,0.69
4576 大銀微系統,202506,17.09,0.57
4577 達航科技,202506,24.19,0.07
4580 捷流閥業,202506,-1.93,2.59
4581 光隆精密-KY,202506,0.27,3.81
4582 聚恆,202506,,2.51
4583 台灣精銳,202506,-2.27,0.98
4584 君帆,202506,-1.48,1.95
4585 達明,202506,-9.52,-1.62
4587 寶元數控,202506,1.63,-28.71
4588 玖鼎電力,202506,-18.2,3.33
4589 碩陽電機,202506,-22.85,0.32
4590 富田-創,202506,,-0.64
4609 唐鋒,202506,-7.36,-11.54
4702 中美實,202506,-75.23,-2.34
4706 大恭,202506,-19.28,-2.19
4707 磐亞,202506,-26.65,0.53
4711 永純,202506,-5.07,-0.02
4712 福格創新,202506,,-14.93
4714 永捷,202506,101.82,-7.93
4716 大立,202506,-4.19,-7.77
4720 德淵,202506,-4.16,-0.01
4721 美琪瑪,202506,72.4,4.7
4722 國精化,202506,-12.05,0.06
4724 宣捷幹細胞,202506,92.14,-1.59
4726 永昕,202506,0.97,-7.49
4728 雙美,202506,1.42,13.17
4729 熒茂,202506,3.94,-0.13
4730 通用,202506,1.52,0.64
4732 彥臣,202506,-33.66,-4.94
4735 豪展,202506,-0.36,2.04
4736 泰博,202506,-3.64,5.45
4737 華廣,202506,-0.65,-0.81
4738 大同精化,202506,20.17,6.74
4739 康普,202506,31.42,-0.17
4741 泓瀚,202506,-19.61,-0.74
4743 合一,202506,-15.16,-7.49
4744 皇將,202506,22.01,1.6
4745 合富-KY,202506,-24.51,-0.62
4746 台耀,202506,2.33,-1.5
4747 強生,202506,-8.12,1.14
4749 新應材,202506,34.37,3.35
4754 國碳科,202506,-2.01,4.05
4755 三福化,202506,3.48,0.68
4760 勤凱,202506,17.61,1.73
4763 材料*-KY,202506,20.79,9.8
4764 雙鍵,202506,6.12,0.03
4765 磐采,202506,-16.81,-4.08
4766 南寶,202506,0.38,4.34
4767 誠泰科技,202506,-15.93,-0.27
4768 晶呈科技,202506,-31.79,-0.3
4770 上品,202506,-17.39,2.91
4771 望隼,202506,19.54,4.16
4772 台特化,202506,39.96,3.77
4773 高福,202506,1.88,2.82
4804 大略-KY,202506,13.12,20.15
4806 桂田文創,202506,126.38,-2.03
4807 日成-KY,202506,29.49,-4.12
4903 聯光通,202506,68.5,1.86
4904 遠傳,202506,1.02,3.74
4905 台聯電,202506,28.89,-1.92
4906 正文,202506,-44.86,-3.56
4907 富宇,202506,-83.75,1.13
4908 前鼎,202506,-16.96,0.63
4909 新復興,202506,-91.17,-6.95
4911 德英,202506,34.41,4.52
4912 聯德控股-KY,202506,-11.6,1.17
4915 致伸,202506,-5.05,3.82
4916 事欣科,202506,-14.3,0.05
4919 新唐,202506,-5.01,-4.5
4923 力士,202506,2.97,-14.21
4924 欣厚-KY,202506,7.05,-2.14
4925 智微,202506,-38.58,-18.99
4927 泰鼎-KY,202506,-8.01,-4.56
4930 燦星網,202506,-35.84,-0.06
4931 新盛力,202506,-9.5,-3.06
4933 友輝,202506,7.99,-2.06
4934 太極,202506,-90.35,-5.14
4935 茂林-KY,202506,-20.41,0.07
4938 和碩,202506,5.37,0.48
4939 亞電,202506,-12.03,-5.78
4942 嘉彰,202506,-0.96,0.52
4943 康控-KY,202506,11.57,-65.02
4945 陞達科技,202506,61.96,-0.94
4946 辣椒,202506,753.88,12.99
4949 有成精密,202506,5.92,1.6
4950 金耘國際,202506,3388.82,1.5
4951 精拓科,202506,1.23,5.04
4952 凌通,202506,-15.93,2.57
4953 緯軟,202506,7.89,3.48
4956 光鋐,202506,3.06,-4.72
4958 臻鼎-KY,202506,17.87,0.98
4960 誠美材,202506,-15.84,-9.15
4961 天鈺,202506,1.06,2.28
4966 譜瑞-KY,202506,5.22,3.35
4967 十銓,202506,-38.93,0.28
4968 立積,202506,-3.72,-1.13
4971 IET-KY,202506,54.14,1.77
4972 湯石照明,202506,-24.95,-2.4
4973 廣穎,202506,-9,-2.08
4974 亞泰,202506,-12.85,2.28
4976 佳凌,202506,-10.69,-4.1
4977 眾達-KY,202506,32.7,8.36
4979 華星光,202506,35.72,2.78
4980 佐臻,202506,-3.5,-3.54
4987 科誠,202506,8.17,2.66
4989 榮科,202506,-19.16,-14.79
4991 環宇-KY,202506,4.64,0.48
4994 傳奇,202506,-24.74,2.35
4995 晶達,202506,-9.74,0.07
4999 鑫禾,202506,2.07,-2.29
5007 三星,202506,-15.91,1.68
5009 榮剛,202506,-9.05,1.27
5011 久陽,202506,34.52,-3.41
5013 強新,202506,-1.79,1.34
5014 建錩,202506,-10.49,-11.45
5015 華祺,202506,10.61,-6.57
5016 松和,202506,7.37,0.82
5201 凱衛,202506,55.74,-2.58
5202 力新,202506,22.13,-2.55
5203 訊連,202506,12.83,-0.66
5205 中茂,202506,-51.54,-3.57
5206 坤悅,202506,154.08,14.65
5209 新鼎,202506,-25.91,18.15
5210 寶碩,202506,17.52,0.98
5211 蒙恬,202506,23.23,-2.21
5212 凌網,202506,-13.38,-3.09
5213 亞昕,202506,870.42,0.98
5215 科嘉-KY,202506,-10.23,-0.96
5216 優燈,202506,12.2,1.13
5220 萬達光電,202506,7.03,-1.61
5222 全訊,202506,-41.49,1.52
5223 安力-KY,202506,32.57,0.16
5225 東科-KY,202506,-17.14,7.94
5227 立凱-KY,202506,-44.97,-23.23
5228 鈺鎧,202506,23.56,-2.61
5230 雷笛克光學,202506,-14.8,-2.85
5234 達興材料,202506,11.95,5.24
5236 凌陽創新,202506,19.37,5.53
5240 建騰,202506,7.23,-7.26
5243 乙盛-KY,202506,-4.25,2.59
5244 弘凱,202506,-1.14,-0.8
5245 智晶,202506,-2.21,-6.86
5246 勵威,202506,25.01,-7.95
5248 景傳,202506,-19.39,0.59
5251 天鉞電,202506,3.52,-3.54
5254 欣訊科技,202506,18.33,6.16
5258 虹堡,202506,1.45,0.2
5262 立達,202506,-29.28,0.41
5263 智崴,202506,19.6,-6.49
5267 龍翩,202506,-45.61,0.17
5269 祥碩,202506,61.08,3.47
5271 紘通,202506,19.84,-10
5272 笙科,202506,26.86,-1.8
5274 信驊,202506,65.67,12.92
5276 達輝-KY,202506,7.56,2.12
5278 尚凡*,202506,29.55,6.98
5283 禾聯碩,202506,10,4.24
5284 jpp-KY,202506,79.27,3.89
5285 界霖,202506,6.79,0.1
5287 數字,202506,6.01,9.04
5288 豐祥-KY,202506,-17.13,1.8
5289 宜鼎,202506,38.27,2.26
5291 邑昇,202506,9.85,-0.03
5292 華懋,202506,46.37,5.73
5295 懷藝,202506,21.43,9.14
5297 廣化,202506,1.45,-2.03
5299 杰力,202506,-7.75,-0.25
5301 寶得利,202506,-49.15,-6.4
5302 太欣,202506,15.84,-1.1
5306 桂盟,202506,-7.6,2.17
5309 系統電,202506,10.58,-0.15
5310 天剛,202506,48.06,1.34
5312 寶島科,202506,0.56,1.37
5314 世紀*,202506,415.73,32.87
5315 光聯,202506,30.23,2.26
5321 美而快,202506,-21.71,0.71
5324 士開,202506,44.81,-0.6
5328 華容,202506,10.59,0.29
5340 建榮,202506,29.65,0.98
5344 立衛,202506,1.41,-2.84
5345 馥鴻,202506,23.12,-2.92
5346 力晶,202506,36.92,-2.31
5347 世界,202506,5.73,2.96
5348 正能量智能,202506,-3.07,-3.71
5351 鈺創,202506,-26.83,-6.27
5353 台林,202506,-1.63,-0.16
5355 佳總,202506,-4.62,-7.8
5356 協益,202506,-11.39,-2.39
5364 力麗店,202506,4.69,-2.05
5371 中光電,202506,-1.11,0.23
5381 合正,202506,-7.38,1.35
5386 青雲,202506,159.69,6.7
5387 茂德,202506,-34.95,-22.06
5388 中磊,202506,-10.91,2.25
5392 能率,202506,-10.9,-0.78
5398 慕康生醫,202506,16.94,3.43
5403 中菲,202506,10.33,6.17
5410 國眾,202506,-10.78,4.33
5425 台半,202506,31.58,1.79
5426 振發,202506,19.61,-0.78
5432 新門,202506,10.84,1.73
5434 崇越,202506,23.17,5.4
5438 東友,202506,31.72,-0.15
5439 高技,202506,128.29,6.67
5443 均豪,202506,46.09,3.49
5450 南良,202506,-9.28,-1.04
5452 佶優,202506,-16.8,0.8
5455 昇益,202506,311501.25,18.59
5457 宣德,202506,12.45,0.58
5460 同協,202506,-23.44,-1.9
5464 霖宏,202506,-20.4,-19.93
5465 富驊,202506,48.35,0.58
5468 凱鈺,202506,-16.71,-2.31
5469 瀚宇博,202506,49.64,2.12
5471 松翰,202506,-1.66,0.16
5474 聰泰,202506,26.15,2.4
5475 德宏,202506,20.84,-1.81
5478 智冠,202506,-5.81,4.18
5481 新華,202506,2.89,-2.19
5483 中美晶,202506,1.68,1.56
5484 慧友,202506,-34.16,-6.26
5487 通泰,202506,-8.27,-2.6
5488 松普,202506,-17.2,1.58
5489 彩富,202506,-8.46,0.48
5490 同亨,202506,-6.71,0.82
5493 三聯,202506,26.94,1.81
5498 凱崴,202506,6.4,-0.54
5508 永信建,202506,-86.49,1.64
5511 德昌,202506,23.48,3.31
5512 力麒,202506,38.13,0.18
5514 三豐,202506,1.47,-0.42
5515 建國,202506,25.65,1.01
5516 雙喜,202506,-18.7,2.75
5519 隆大,202506,-44.64,0.97
5520 力泰,202506,-1.99,6.24
5521 工信,202506,61.21,1.39
5522 遠雄,202506,-93.92,-0.61
5523 豐謙,202506,-54.56,-0.13
5525 順天,202506,-93.15,-0.21
5529 鉅陞,202506,-42.11,-2
5530 龍巖,202506,24.61,0.26
5531 鄉林,202506,-14.99,-2.91
5533 皇鼎,202506,84.52,0.74
5534 長虹,202506,-71.96,0.27
5536 聖暉*,202506,42.41,6.85
5538 東明-KY,202506,-2.13,2.07
5541 廣朋實業,202506,-17.38,-1.67
5543 桓鼎-KY,202506,-9.77,-6.6
5546 永固-KY,202506,-7.01,-0.67
5547 久舜,202506,8.57,8.12
5548 安倉,202506,20.65,1.59
5601 台聯櫃,202506,-0.8,0.52
5603 陸海,202506,-37.54,-0.37
5604 中連,202506,1.39,1.13
5607 遠雄港,202506,17.89,2.8
5608 四維航,202506,-8.24,2.33
5609 中菲行,202506,10.76,6.6
5701 劍湖山,202506,4.63,-5.05
5703 亞都,202506,12.93,-0.22
5704 老爺知,202506,-28.61,-1.84
5706 鳳凰,202506,5.93,3.7
5828 富邦保,202506,2.57,5.5
5831 D新光人壽,202506,-98.98,-12.18
5833 元大證金,202506,7.58,1.28
5834 兆豐保險,202506,6.62,2.47
5835 國泰世華,202506,8.13,3.66
5836 台北富邦銀,202506,10.9,2.92
5838 華銀,202506,-5.91,2.49
5839 中華開發資本,202506,-28.58,0.38
5840 國票,202506,16.52,1.47
5841 中信銀,202506,12.1,3.42
5842 兆豐票券,202506,35.27,1.62
5843 兆豐銀行,202506,-1.78,2.33
5844 一銀,202506,11.38,2.49
5846 國壽,202506,-29.46,0.1
5847 玉山銀,202506,20.34,3.02
5848 台新銀,202506,12.08,2.39
5849 永豐銀行,202506,10.3,2.62
5852 元大銀,202506,9.17,1.9
5854 合庫,202506,8.72,2.01
5859 遠壽,202506,-82.46,-4.45
5863 瑞興銀,202506,-8.82,0.08
5864 致和證,202506,-40.84,4.38
5865 富邦人壽,202506,-56.81,-0.54
5868 臺灣金控,202506,-80.85,-0.18
5871 中租-KY,202506,-4.51,2.84
5876 上海商銀,202506,9.7,1.2
5878 台名,202506,11.24,6.56
5880 合庫金,202506,11.73,1.92
5901 中友,202506,6.99,1.61
5902 德記,202506,-3.71,5.05
5903 全家,202506,4.94,4.04
5904 寶雅,202506,7.4,10.01
5905 南仁湖,202506,-5.63,-1.55
5906 台南-KY,202506,-13.85,2.69
5907 大洋-KY,202506,-16.88,-4.8
6005 群益證,202506,2.41,2.76
6008 凱基證,202506,-11.92,2.95
6015 宏遠證,202506,-43.01,-0.23
6016 康和證,202506,-42.72,1
6020 大展證,202506,-77.51,0.54
6021 美好證,202506,-26.97,2.72
6023 元大期,202506,-16.83,3.75
6024 群益期,202506,36.2,3.29
6026 福邦證,202506,-71.73,-0.4
6027 德信,202506,-100.14,-3.8
6028 公勝保經,202506,,3.44
6035 悠遊卡,202506,-4.05,11.71
6101 寬魚國際,202506,48.97,-3.36
6103 合邦,202506,30.18,-11.7
6104 創惟,202506,49.45,6.06
6108 競國,202506,-23.17,-1.87
6109 亞元,202506,2.99,-4.98
6111 光聚晶電,202506,-2.27,1.75
6112 邁達特,202506,32.64,0.78
6113 亞矽,202506,-6.81,-1.87
6114 久威,202506,5.87,-8.87
6115 鎰勝,202506,-7.46,0.62
6116 彩晶,202506,37.89,-2.79
6117 迎廣,202506,10.54,1.77
6118 建達,202506,17.55,0.63
6120 達運,202506,-17.28,-0.64
6121 新普,202506,3.3,3.33
6122 擎邦,202506,2.5,4.71
6123 上奇,202506,-9.5,3.5
6124 業強,202506,56.9,-5.39
6125 廣運,202506,-6.42,-2.08
6126 信音,202506,7.9,1.08
6127 九豪,202506,7.64,-2.14
6128 上福,202506,-2.92,1.19
